timestamp,open,high,low,close,volume,count
1675674780,22862.4,22868.3,22862.4,22868.2,0.33598989,16
1675674840,22866.3,22866.4,22862.5,22862.5,0.2321502,8
1675674900,22862.4,22862.5,22862.4,22862.4,0.00711147,4
1675674960,22862.5,22862.5,22862.4,22862.4,0.07189513,11
1675675020,22862.4,22862.5,22862.4,22862.4,0.19333015,10
1675675080,22862.4,22862.5,22862.4,22862.5,0.15063624,12
1675675140,22862.5,22862.5,22848.5,22848.6,0.19973102,28
1675675200,22848.6,22851,22848.5,22851,0.28165661,13
1675675260,22851,22855.8,22851,22852.4,0.24000013,14
1675675320,22852.4,22852.4,22831.7,22831.7,6.4080288,87
1675675380,22833.1,22833.1,22831,22831,0.04840958,8
1675675440,22831,22831.1,22831,22831.1,0.12291049,21
1675675500,22831.1,22841.7,22821.1,22841.7,5.94861718,75
1675675560,22840.9,22840.9,22840.7,22840.8,0.03168868,7
1675675620,22840.8,22850.1,22835.7,22847.1,46.21617623,130
1675675680,22847,22847,22837.2,22838.6,1.18560362,16
1675675740,22838.7,22838.7,22832.5,22832.9,0.14674712,13
1675675800,22832.1,22841.9,22831,22839.8,2.7536499,51
1675675860,22840.4,22845.5,22840.4,22843.4,0.60441935,18
1675675920,22843.7,22843.7,22839.6,22842.2,2.07606034,23
1675675980,22842.8,22854.6,22842.8,22854.5,2.84713925,31
1675676040,22856.4,22859.5,22856.2,22859.4,0.02368014,7
1675676100,22859.5,22871.8,22859.5,22871.8,1.00515061,21
1675676160,22871.8,22873.9,22871.7,22873.7,0.08169037,14
1675676220,22873.8,22876.5,22873.7,22875.2,0.01840324,7
1675676280,22875.6,22876.7,22875.6,22875.6,0.08732126,12
1675676340,22875.7,22878.7,22875.6,22878.6,0.02558551,10
1675676400,22878.6,22885.7,22878.6,22884,0.08950551,13
1675676460,22883.9,22884.4,22875.6,22875.6,0.52110828,11
1675676520,22875.6,22875.6,22875.6,22875.6,0.08468668,8
1675676580,22875.7,22875.7,22858.7,22860.4,2.68975585,26
1675676640,22858.5,22858.5,22856.3,22856.9,0.01183683,7
1675676700,22856.3,22856.4,22856.3,22856.4,0.06752868,7
1675676760,22856.4,22856.4,22856.3,22856.3,0.08962737,13
1675676820,22856.3,22856.4,22856.3,22856.3,0.06877535,8
1675676880,22856.3,22856.4,22856,22856,0.08961899,12
1675676940,22852.3,22852.4,22835.9,22846.7,20.00295805,65
1675677000,22845.2,22845.2,22845.1,22845.1,0.114595,10
1675677060,22845.1,22845.1,22845.1,22845.1,0.55089146,6
1675677120,22845.2,22845.2,22845.1,22845.1,0.14556799,12
1675677180,22845.1,22845.2,22845.1,22845.1,3.78695424,21
1675677240,22845.1,22845.1,22835.9,22835.9,0.03549489,17
1675677300,22836,22836,22835.9,22835.9,0.01201907,4
1675677360,22836,22836,22828.3,22828.7,5.21045652,23
1675677420,22829.8,22831.6,22829.8,22831.6,0.02204442,8
1675677480,22831.7,22833.5,22830.7,22830.8,0.72027374,14
1675677540,22830.8,22839.6,22830.8,22839.6,0.02696922,17
1675677600,22839.6,22839.7,22837.8,22838.8,0.01039497,9
1675677660,22837.9,22837.9,22831,22831.4,0.07168846,13
1675677720,22831.5,22831.5,22829.1,22829.4,0.04415974,6
1675677780,22829.7,22829.7,22826.5,22826.7,0.01634106,6
1675677840,22826.1,22826.1,22824.3,22824.9,0.16863099,15
1675677900,22825,22826,22822.3,22825.7,0.36050487,21
1675677960,22826,22839.3,22826,22837.6,0.15062362,18
1675678020,22836.7,22837.5,22836.2,22836.8,0.21225641,26
1675678080,22837.4,22841.2,22837.4,22841.2,0.68607464,14
1675678140,22841,22841.1,22838,22838,0.00361511,4
1675678200,22840.9,22841.2,22840.9,22841.2,0.08207002,12
1675678260,22841.1,22841.2,22841.1,22841.1,0.02480861,6
1675678320,22841.2,22841.2,22841.1,22841.2,0.1717965,12
1675678380,22841.1,22845.2,22841.1,22845.2,0.01696636,14
1675678440,22845.1,22849,22845.1,22849,0.12079449,19
1675678500,22849,22854.4,22849,22854.4,0.4955128,14
1675678560,22854.4,22854.4,22854.3,22854.3,0.00596535,7
1675678620,22854.4,22854.4,22850,22850,1.18121926,13
1675678680,22850.1,22850.1,22850,22850,0.1260466,7
1675678740,22850.1,22850.1,22850,22850,0.04234594,7
1675678800,22850,22851.4,22850,22851.3,0.02166599,14
1675678860,22851.4,22854.4,22851.4,22854.3,0.06095156,16
1675678920,22854.3,22858,22854.3,22858,0.03859773,17
1675678980,22857.9,22863.1,22857.9,22861.5,2.24496498,17
1675679040,22861.6,22861.6,22861.5,22861.5,0.25282514,22
1675679100,22861.5,22869.3,22861.5,22868.7,0.13001489,24
1675679160,22865.5,22865.5,22865.1,22865.1,0.00649788,5
1675679220,22865.2,22865.2,22865.1,22865.1,0.01466784,5
1675679280,22865.1,22865.1,22865.1,22865.1,0.00319745,4
1675679340,22865.2,22865.2,22865.1,22865.1,0.26844253,16
1675679400,22865.2,22865.2,22865.1,22865.1,0.03819193,10
1675679460,22865.2,22865.2,22855,22855,0.15145113,19
1675679520,22854.9,22855,22852.5,22852.6,0.01336411,7
1675679580,22852.5,22852.5,22852.5,22852.5,0.32568668,13
1675679640,22852.5,22852.5,22841.1,22841.1,0.07411136,12
1675679700,22841.1,22841.2,22841.1,22841.2,0.05436473,8
1675679760,22841.2,22841.2,22841.1,22841.1,0.07668668,11
1675679820,22841.1,22841.1,22824.9,22824.9,0.02014604,12
1675679880,22824.9,22824.9,22824,22824.1,0.60112571,7
1675679940,22824.1,22824.1,22820.1,22820.1,0.01506345,14
1675680000,22820.2,22822.3,22813.8,22816.2,0.843848,20
1675680060,22816.1,22823.2,22816.1,22823.2,0.25790391,13
1675680120,22823.9,22824,22819,22819,0.11593823,10
1675680180,22819.1,22824,22819,22824,0.07411241,21
1675680240,22824,22824,22823.9,22824,0.5860397,16
1675680300,22823.9,22824,22823.9,22824,0.04311366,5
1675680360,22823.9,22832.2,22823.9,22831.8,0.39287885,15
1675680420,22832.2,22832.3,22830.1,22830.3,0.16196698,14
1675680480,22829.9,22830,22827,22827,0.00749966,10
1675680540,22827.1,22827.1,22820.2,22820.2,0.17698093,15
1675680600,22819.1,22826.1,22819,22823.8,0.43364593,16
1675680660,22823.9,22825.7,22823.9,22825,0.01642241,9
1675680720,22825.1,22832.1,22825.1,22832,0.10107416,21
1675680780,22832.1,22832.1,22828.7,22832.1,0.03724219,9
1675680840,22832.1,22832.1,22832,22832.1,0.01156148,6
1675680900,22832.1,22850.1,22832,22850.1,6.19229903,31
1675680960,22850,22850.1,22850,22850,0.12208542,10
1675681020,22850.1,22850.1,22850,22850,0.02397129,9
1675681080,22850.1,22850.1,22850,22850,0.92140277,24
1675681140,22850.1,22850.1,22850,22850,0.05428786,19
1675681200,22850,22850.1,22850,22850,0.01443445,10
1675681260,22850,22850.1,22850,22850,0.00339068,4
1675681320,22850.1,22850.1,22850,22850,0.01660855,6
1675681380,22850.1,22850.1,22850,22850.1,12.0225886,55
1675681440,22850,22850.1,22820,22825,0.04504096,13
1675681500,22819.1,22819.4,22797.6,22813.3,4.92744558,36
1675681560,22813.2,22813.8,22811.5,22813.8,0.02520916,8
1675681620,22813,22813,22809,22809,0.01178495,8
1675681680,22808,22808.1,22791.8,22797,0.40506762,25
1675681740,22800.8,22802.4,22779.6,22795.6,20.07225825,55
1675681800,22795.5,22798.4,22793.9,22796.6,0.64227963,25
1675681860,22796.5,22796.5,22793,22793,0.49199112,4
1675681920,22793,22793.3,22780,22788.2,4.40722291,43
1675681980,22788,22793.6,22782.1,22792.2,0.90314503,18
1675682040,22793.2,22796.6,22793,22796.6,0.01553586,14
1675682100,22796.6,22805.7,22796.6,22804.7,0.11290966,17
1675682160,22803.6,22808,22803.6,22808,0.1792289,17
1675682220,22807,22808,22806.5,22807.4,0.03152655,11
1675682280,22807.3,22807.7,22807.2,22807.7,0.57974763,10
1675682340,22807.8,22809.1,22807.8,22808.4,0.17211161,20
1675682400,22805.3,22805.4,22805.3,22805.3,0.01568727,6
1675682460,22805.3,22805.3,22780.7,22786.5,1.54136948,30
1675682520,22787.7,22789.8,22778,22778,2.19832624,30
1675682580,22778.1,22782.6,22778.1,22779.1,1.51906341,37
1675682640,22777.1,22778.4,22772.2,22773.8,0.10146329,27
1675682700,22773.9,22773.9,22771,22771,0.0483613,14
1675682760,22770.6,22773.8,22765.4,22773.2,2.1626131,25
1675682820,22772.6,22773.6,22761.9,22764.1,0.95200795,23
1675682880,22764.2,22771.9,22760.5,22771.9,0.09077104,14
1675682940,22769.5,22769.5,22741.3,22757.6,2.80559065,53
1675683000,22756.7,22758.4,22755.3,22757.1,0.12257663,17
1675683060,22757.1,22757.1,22748.5,22752.3,0.01701237,9
1675683120,22752.8,22765.1,22752.8,22765.1,0.2419417,16
1675683180,22764.9,22765.1,22755,22764.1,9.97864805,29
1675683240,22765,22765.1,22765,22765.1,0.00310411,4
1675683300,22765.1,22792.9,22765.1,22792.5,1.08979237,31
1675683360,22792.1,22792.8,22782.9,22786,1.00229207,13
1675683420,22786,22786,22786,22786,1.18336625,6
1675683480,22786.1,22795.5,22786.1,22794.8,0.02591463,8
1675683540,22795.5,22802.9,22795.5,22802.9,0.08362524,11
1675683600,22801.7,22806.1,22791.9,22793.5,1.06214251,16
1675683660,22791,22793.7,22790.2,22793.4,0.12740032,19
1675683720,22793.7,22795.2,22789.2,22790.3,0.17078535,15
1675683780,22789.1,22789.1,22787.6,22788,0.00382736,8
1675683840,22788.1,22795.8,22788.1,22791,0.02797922,10
1675683900,22791.1,22793.7,22787.6,22788,0.12953778,7
1675683960,22793.8,22796.9,22793.6,22796.4,0.07900511,14
1675684020,22796.4,22807.2,22796.1,22807.2,3.02436812,28
1675684080,22807.9,22833,22807.9,22833,2.05366851,41
1675684140,22833.9,22839.8,22833.9,22836.2,4.38903189,25
1675684200,22838,22839.9,22835.5,22837.3,0.01400892,12
1675684260,22838.5,22839.9,22838.5,22839.9,0.0044092,5
1675684320,22839.9,22848,22839.9,22848,0.27343403,17
1675684380,22848.1,22877.1,22848.1,22871.6,2.74233804,64
1675684440,22871.5,22879.9,22871.5,22871.6,0.10703718,20
1675684500,22871.6,22873.7,22871.5,22873.7,0.56317476,7
1675684560,22873.9,22879.9,22873.9,22879.9,0.09066426,8
1675684620,22879.8,22896.6,22879.8,22894.4,1.97362121,52
1675684680,22891.7,22891.7,22881.9,22881.9,0.1826042,8
1675684740,22884.9,22886.5,22884.8,22884.9,1.1961333,14
1675684800,22884.9,22913.3,22884.9,22913.3,4.3352224,49
1675684860,22913.3,22924,22913.3,22914,0.33685488,35
1675684920,22914.1,22914.1,22884.8,22884.8,0.55775373,20
1675684980,22884.8,22884.9,22884.8,22884.8,0.0941848,11
1675685040,22884.9,22884.9,22872,22872,0.08052379,14
1675685100,22872.1,22878.8,22872,22876.8,0.05165523,8
1675685160,22875.1,22889.8,22875.1,22889.8,0.01979581,7
1675685220,22891.9,22893.2,22887.9,22887.9,0.30253467,11
1675685280,22890,22911.5,22890,22898.8,2.83040474,40
1675685340,22893.7,22893.8,22872,22872,0.47103013,15
1675685400,22872,22872,22872,22872,0.08356892,5
1675685460,22872.1,22872.2,22872,22872,0.05333977,6
1675685520,22872,22875.6,22872,22872,0.01398935,6
1675685580,22872.1,22875.1,22872,22872,12.01246996,28
1675685640,22872.1,22873.6,22871,22871,0.01131361,17
1675685700,22871.1,22871.1,22859.9,22859.9,0.15802239,15
1675685760,22859.8,22863.7,22858.2,22859.6,1.215997,17
1675685820,22857.8,22858.1,22849.3,22849.4,0.27139312,11
1675685880,22849.4,22849.4,22846.2,22846.2,0.29971126,11
1675685940,22845.1,22848.8,22845,22845.6,2.1535915,17
1675686000,22845.1,22849,22845,22848.2,8.02693497,28
1675686060,22848.9,22853.6,22848.9,22853.6,0.11818281,12
1675686120,22853.6,22853.6,22851,22852.4,0.02063623,9
1675686180,22852.3,22852.3,22844.8,22844.8,0.07074961,14
1675686240,22844.9,22847.1,22844.8,22847.1,0.43131407,18
1675686300,22847,22847.1,22847,22847,0.33119835,31
1675686360,22847,22859.8,22847,22858.1,0.22776505,41
1675686420,22858,22858,22853.9,22855.2,0.33325338,13
1675686480,22859.9,22866.4,22859.9,22865.4,3.01469982,19
1675686540,22866.5,22871.1,22865.9,22870.8,0.30662896,10
1675686600,22870.8,22880.3,22864,22867,0.61936991,17
1675686660,22867.5,22868.1,22863,22863,0.16465155,13
1675686720,22863,22863.1,22863,22863,0.01218061,5
1675686780,22863.1,22881.7,22863,22881.7,0.07106447,15
1675686840,22881.6,22881.7,22881.5,22881.6,0.36758996,16
1675686900,22881.5,22881.5,22878.9,22879.8,0.58724964,12
1675686960,22879.2,22890.1,22879.2,22890,0.09578684,19
1675687020,22890.1,22895.6,22890.1,22895.6,4.24828243,14
1675687080,22895.5,22907.9,22895.5,22906.4,0.44501525,14
1675687140,22906.3,22909.9,22902,22902,0.12927372,10
1675687200,22904,22914,22902.9,22914,0.02366365,12
1675687260,22913.4,22914.2,22912.8,22912.8,0.01566919,7
1675687320,22912.8,22919.5,22912.8,22919.4,0.0275192,11
1675687380,22919.5,22924,22919.4,22924,0.01489055,17
1675687440,22924,22924.6,22912.9,22913.5,0.16914701,17
1675687500,22913.1,22927.9,22913.1,22925.2,1.61920243,21
1675687560,22925.5,22926.9,22921.4,22921.4,0.23357423,7
1675687620,22921.5,22931.8,22921.5,22927.7,5.08507177,33
1675687680,22928.2,22928.9,22925.8,22928.2,0.33848632,14
1675687740,22928.3,22928.3,22912.8,22912.8,1.42149027,32
1675687800,22912.8,22916.6,22912.8,22916.5,0.18857074,10
1675687860,22912.8,22913.6,22910.9,22910.9,4.98780765,15
1675687920,22911,22911,22905.7,22906.1,0.47055878,16
1675687980,22905.6,22905.6,22905,22905.1,0.03323215,10
1675688040,22905.1,22905.1,22905,22905,0.15283323,10
1675688100,22905.1,22905.4,22905,22905.1,0.0288379,13
1675688160,22905.3,22905.4,22905,22905,0.09597127,15
1675688220,22905.1,22905.1,22890.1,22890.1,0.25564972,16
1675688280,22890.2,22890.2,22890.1,22890.1,0.07051908,9
1675688340,22891.6,22894.6,22891.4,22891.4,0.11762557,9
1675688400,22891.4,22894.3,22891.4,22894.2,1.50317458,21
1675688460,22894.3,22894.3,22894.2,22894.2,0.68180921,19
1675688520,22894.3,22894.3,22894.2,22894.2,0.49400175,14
1675688580,22890.1,22890.2,22890.1,22890.1,0.15464175,12
1675688640,22890.1,22890.2,22890.1,22890.2,0.590021,9
1675688700,22890.1,22894.3,22890.1,22890.3,0.08217573,16
1675688760,22890.8,22897.8,22890.7,22897.1,0.12361283,19
1675688820,22897.5,22901.3,22897.5,22901.3,0.62711983,16
1675688880,22901.2,22906.7,22901.2,22906.7,0.11435096,9
1675688940,22906.1,22906.7,22906,22906.7,0.01847067,11
1675689000,22906.7,22912.8,22906.7,22912.8,12.83814818,27
1675689060,22912.7,22912.8,22912.7,22912.7,0.01395497,8
1675689120,22912.8,22912.8,22912.7,22912.8,4.70819475,19
1675689180,22912.8,22912.8,22912.7,22912.7,0.03317972,7
1675689240,22912.8,22912.8,22891.3,22891.3,2.1786597,31
1675689300,22891.1,22901.5,22890.9,22901.5,0.04055496,11
1675689360,22901.9,22902.4,22890.6,22893.1,0.62514541,10
1675689420,22892.7,22893.1,22892.7,22892.7,0.00716107,6
1675689480,22893.1,22899.8,22893.1,22899.8,0.04173127,11
1675689540,22899.8,22915.7,22899.8,22915.7,19.6962999,49
1675689600,22906.3,22906.4,22903.5,22904.9,0.38302799,12
1675689660,22904.9,22904.9,22897.1,22897.1,1.02474581,31
1675689720,22897.1,22897.2,22883,22883,0.14916796,15
1675689780,22883.5,22883.5,22879.7,22880.2,0.09805532,12
1675689840,22879.9,22880.1,22875.5,22875.5,0.11211914,36
1675689900,22875.5,22875.5,22870.4,22871.7,0.62327195,16
1675689960,22871.7,22882.8,22871.7,22882.5,0.45118103,25
1675690020,22882.5,22882.5,22872.6,22873,0.57709265,16
1675690080,22870.7,22874.4,22868.9,22873.1,0.63569367,17
1675690140,22874.6,22875.7,22873,22873.5,0.29333088,15
1675690200,22873.5,22877.9,22873.1,22874.5,0.24636195,19
1675690260,22873.2,22873.2,22873,22873.1,0.06391308,9
1675690320,22873.1,22873.1,22870,22870.1,2.69724841,24
1675690380,22870.1,22870.1,22870,22870,0.01400265,5
1675690440,22870,22870.1,22862.4,22862.8,0.2199511,20
1675690500,22862.8,22864.6,22862.4,22864.6,0.0370721,9
1675690560,22864.1,22864.7,22862.8,22864.7,0.78440309,12
1675690620,22864.7,22864.8,22862.4,22862.5,3.15171369,13
1675690680,22862.9,22870.1,22862.9,22862.9,0.03251954,14
1675690740,22865.3,22870.1,22865.3,22869.5,0.32883517,12
1675690800,22868,22868.1,22868,22868,0.0390752,9
1675690860,22868,22868.1,22862.5,22862.5,0.62425207,20
1675690920,22862.6,22867.9,22862.5,22867.9,0.05975096,8
1675690980,22868,22878,22867.9,22878,1.14612998,59
1675691040,22877.9,22890.2,22877.9,22890.2,0.0765171,20
1675691100,22890.1,22891,22884.5,22884.6,0.09767293,10
1675691160,22878.2,22880.6,22876,22880.6,0.06860731,10
1675691220,22880.1,22880.1,22839.8,22842.4,6.32515853,61
1675691280,22842.5,22843.7,22834.3,22842.2,16.83090818,91
1675691340,22842.1,22847.2,22840,22843.8,0.42828359,20
1675691400,22842.7,22842.7,22828.9,22840.4,16.58530477,43
1675691460,22840.3,22841,22836,22840.1,0.4780093,19
1675691520,22838,22838.2,22828.1,22830.7,0.57442418,17
1675691580,22830.9,22835.9,22829.7,22832.1,2.57463942,20
1675691640,22831.1,22834.8,22828.3,22829,4.54007659,34
1675691700,22829.1,22829.1,22822,22822,1.04091876,18
1675691760,22823.4,22826.2,22811.6,22821.9,1.35623017,20
1675691820,22825.7,22849.1,22825.6,22845.1,0.17683896,17
1675691880,22845,22845,22824.4,22824.4,0.11396277,9
1675691940,22826.8,22832.7,22826.7,22832.7,0.1535741,18
1675692000,22831.4,22835.6,22829.4,22830.1,0.03325544,8
1675692060,22830,22832.4,22823.7,22825,0.09379333,14
1675692120,22827.3,22829.9,22825.2,22829.9,0.09021314,17
1675692180,22827.4,22827.4,22825.6,22825.6,0.11398802,8
1675692240,22825.7,22825.7,22825.6,22825.6,0.06279833,9
1675692300,22825.7,22825.7,22825.6,22825.7,0.1304306,13
1675692360,22825.6,22825.7,22825.6,22825.6,3.45028606,22
1675692420,22825.7,22825.7,22810.9,22814.3,4.67094069,36
1675692480,22814.3,22814.4,22807,22810.1,0.24705144,27
1675692540,22810.2,22816.7,22810.1,22812.2,0.34880225,27
1675692600,22814.1,22826.3,22807.1,22826.3,0.10052627,17
