open_time,open,high,low,close,volume
2023-03-01 00:00:00+00:00,23140.48,23150.77,23128.52,23142.31,2.131777
2023-03-01 00:01:00+00:00,23143.89,23148.8,23137.61,23137.77,0.881378
2023-03-01 00:02:00+00:00,23141.8,23156.46,23136.83,23153.44,0.702146
2023-03-01 00:03:00+00:00,23152.98,23158.23,23152.98,23158.23,0.185996
2023-03-01 00:04:00+00:00,23158.96,23176.75,23158.96,23176.75,1.383103
2023-03-01 00:05:00+00:00,23178.05,23179.8,23168.46,23168.89,1.199308
2023-03-01 00:06:00+00:00,23170.18,23170.18,23152.6,23152.6,0.435602
2023-03-01 00:07:00+00:00,23151.14,23151.14,23137.09,23137.09,0.349122
2023-03-01 00:08:00+00:00,23141.39,23150.55,23133.36,23139.84,1.042551
2023-03-01 00:09:00+00:00,23137.26,23137.26,23119.69,23119.69,1.393363
2023-03-01 00:10:00+00:00,23121.63,23133.72,23118.72,23126.88,1.959838
2023-03-01 00:11:00+00:00,23128.02,23129.9,23115.57,23124.43,0.921591
2023-03-01 00:12:00+00:00,23131.32,23156.47,23131.32,23156.47,1.567057
2023-03-01 00:13:00+00:00,23155.54,23165.41,23153.42,23159.64,1.642153
2023-03-01 00:14:00+00:00,23158.86,23161.62,23151.8,23155.93,1.078885
2023-03-01 00:15:00+00:00,23160.07,23171.47,23160.01,23160.84,1.714079
2023-03-01 00:16:00+00:00,23157.71,23165.77,23155.34,23165.77,2.188596
2023-03-01 00:17:00+00:00,23170.91,23179.15,23167.49,23174.08,1.994693
2023-03-01 00:18:00+00:00,23173.54,23177.32,23167.86,23177.32,1.20536
2023-03-01 00:19:00+00:00,23177.33,23183.41,23173.83,23183.41,0.231282
2023-03-01 00:20:00+00:00,23180.98,23183.41,23172.39,23182.81,0.702869
2023-03-01 00:21:00+00:00,23186.56,23194.47,23186.56,23194.26,0.915686
2023-03-01 00:22:00+00:00,23197.27,23216.8,23192.9,23195.62,2.859538
2023-03-01 00:23:00+00:00,23195.65,23198.58,23185.69,23185.69,0.411085
2023-03-01 00:24:00+00:00,23190.71,23209.11,23190.71,23201.42,2.206138
2023-03-01 00:25:00+00:00,23201.9,23201.9,23186.99,23187.61,0.429101
2023-03-01 00:26:00+00:00,23202.13,23203.46,23195.22,23197.16,0.654268
2023-03-01 00:27:00+00:00,23193.99,23195.33,23187.93,23191.26,0.302997
2023-03-01 00:28:00+00:00,23180.42,23185.01,23180.42,23184.54,0.302781
2023-03-01 00:29:00+00:00,23182.97,23182.97,23171.8,23172.02,0.346262
2023-03-01 00:30:00+00:00,23168.96,23184.67,23168.65,23181.76,2.953968
2023-03-01 00:31:00+00:00,23181.77,23196.45,23180.08,23193.91,1.523949
2023-03-01 00:32:00+00:00,23191.27,23211.79,23189.23,23191.84,3.31797
2023-03-01 00:33:00+00:00,23198.05,23211.13,23197.12,23200.5,1.196653
2023-03-01 00:34:00+00:00,23196.6,23200.88,23193.58,23200.88,0.529806
2023-03-01 00:35:00+00:00,23195.08,23205.13,23191.01,23191.91,1.006723
