open_time,open,high,low,close,volume
2023-03-01 00:00:00+00:00,23144.78,23152.48,23133.11,23143.72,3.912156
2023-03-01 00:01:00+00:00,23146.32,23152.49,23139.02,23143.67,2.685574
2023-03-01 00:02:00+00:00,23141.36,23161.52,23139.42,23156.03,3.509939
2023-03-01 00:03:00+00:00,23155.98,23164.76,23155.43,23156.83,0.886659
2023-03-01 00:04:00+00:00,23162.87,23177.77,23160.06,23176.69,2.150624
2023-03-01 00:05:00+00:00,23176.72,23182.77,23168.08,23170.18,2.056458
2023-03-01 00:06:00+00:00,23171.76,23172.12,23154.0,23154.0,2.113112
2023-03-01 00:07:00+00:00,23154.0,23155.82,23136.13,23136.17,1.308252
2023-03-01 00:08:00+00:00,23140.71,23156.39,23138.0,23139.15,2.503105
2023-03-01 00:09:00+00:00,23139.28,23139.28,23119.31,23119.31,2.657868
2023-03-01 00:10:00+00:00,23119.83,23135.07,23119.83,23128.02,3.387554
2023-03-01 00:11:00+00:00,23128.02,23130.33,23116.49,23127.69,3.272699
2023-03-01 00:12:00+00:00,23137.63,23164.37,23136.46,23161.36,3.038683
2023-03-01 00:13:00+00:00,23158.17,23170.0,23156.52,23165.57,2.000148
2023-03-01 00:14:00+00:00,23163.06,23167.09,23153.36,23157.84,2.345102
2023-03-01 00:15:00+00:00,23163.19,23175.23,23163.19,23164.71,2.402379
2023-03-01 00:16:00+00:00,23166.43,23171.69,23155.83,23168.4,3.305183
2023-03-01 00:17:00+00:00,23171.69,23184.78,23171.69,23184.78,5.7184
2023-03-01 00:18:00+00:00,23181.92,23182.59,23172.0,23182.59,5.735761
2023-03-01 00:19:00+00:00,23177.03,23187.86,23175.56,23187.86,0.729193
2023-03-01 00:20:00+00:00,23183.51,23189.69,23174.87,23186.59,4.029479
2023-03-01 00:21:00+00:00,23190.28,23199.75,23188.97,23194.56,2.028583
2023-03-01 00:22:00+00:00,23199.68,23225.07,23198.02,23202.27,5.351628
2023-03-01 00:23:00+00:00,23197.3,23204.41,23191.55,23193.65,5.826095
2023-03-01 00:24:00+00:00,23190.03,23213.55,23186.74,23203.98,4.900566
2023-03-01 00:25:00+00:00,23208.99,23210.54,23185.11,23188.01,2.292072
2023-03-01 00:26:00+00:00,23188.82,23207.03,23188.82,23196.66,2.232045
2023-03-01 00:27:00+00:00,23196.57,23200.0,23186.61,23188.67,1.367226
2023-03-01 00:28:00+00:00,23188.89,23190.71,23183.84,23188.68,1.12651
2023-03-01 00:29:00+00:00,23183.89,23186.0,23169.37,23176.6,2.451616
2023-03-01 00:30:00+00:00,23176.6,23185.82,23172.9,23185.82,1.747074
2023-03-01 00:31:00+00:00,23187.89,23201.15,23182.79,23195.41,1.662236
2023-03-01 00:32:00+00:00,23194.0,23219.0,23192.36,23202.19,5.213862
2023-03-01 00:33:00+00:00,23205.29,23215.09,23200.0,23201.12,1.933648
2023-03-01 00:34:00+00:00,23205.22,23205.22,23192.93,23203.06,1.083779
2023-03-01 00:35:00+00:00,23198.33,23209.38,23192.87,23198.08,1.623923
2023-03-01 00:36:00+00:00,23193.68,23200.37,23184.63,23186.91,0.756972
2023-03-01 00:37:00+00:00,23180.73,23200.2,23180.73,23195.41,1.686452
2023-03-01 00:38:00+00:00,23195.0,23201.21,23195.0,23195.28,1.672604
2023-03-01 00:39:00+00:00,23199.6,23200.44,23179.24,23190.85,0.289642
2023-03-01 00:40:00+00:00,23190.31,23190.31,23179.67,23182.88,0.537033
2023-03-01 00:41:00+00:00,23182.88,23182.88,23176.31,23177.02,1.570059
2023-03-01 00:42:00+00:00,23175.15,23195.47,23175.15,23191.31,5.328928
2023-03-01 00:43:00+00:00,23191.31,23194.85,23157.4,23157.41,7.998389
2023-03-01 00:44:00+00:00,23158.85,23161.89,23143.08,23148.17,6.589036
2023-03-01 00:45:00+00:00,23143.36,23151.52,23135.65,23147.51,2.047944
2023-03-01 00:46:00+00:00,23147.51,23147.51,23133.55,23137.73,8.598108
2023-03-01 00:47:00+00:00,23140.05,23140.05,23122.99,23129.55,2.777117
2023-03-01 00:48:00+00:00,23127.23,23128.49,23115.16,23120.79,1.406802
2023-03-01 00:49:00+00:00,23122.3,23122.36,23092.19,23094.66,9.296297
2023-03-01 00:50:00+00:00,23091.93,23100.73,23055.0,23063.13,9.12373
2023-03-01 00:51:00+00:00,23061.16,23087.62,23058.98,23061.99,10.807897
2023-03-01 00:52:00+00:00,23058.98,23073.59,23050.41,23065.57,7.032179
2023-03-01 00:53:00+00:00,23069.46,23075.6,23015.1,23037.89,22.37235
2023-03-01 00:54:00+00:00,23037.9,23058.31,23037.17,23037.17,3.678723
2023-03-01 00:55:00+00:00,23032.46,23048.82,23025.45,23039.59,8.907402
2023-03-01 00:56:00+00:00,23037.74,23064.13,23032.62,23064.13,5.933753
2023-03-01 00:57:00+00:00,23067.4,23109.32,23059.77,23105.69,8.935197
2023-03-01 00:58:00+00:00,23102.65,23115.85,23086.26,23094.24,8.643243
2023-03-01 00:59:00+00:00,23095.63,23106.3,23084.86,23098.6,1.359187
2023-03-01 01:00:00+00:00,23104.5,23104.5,23076.94,23076.94,3.228021
2023-03-01 01:01:00+00:00,23079.76,23121.1,23079.76,23118.42,3.16796
2023-03-01 01:02:00+00:00,23112.71,23124.06,23108.28,23120.77,2.317395
2023-03-01 01:03:00+00:00,23118.72,23125.13,23104.81,23120.03,8.528966
2023-03-01 01:04:00+00:00,23117.79,23123.94,23107.71,23114.38,3.282756
2023-03-01 01:05:00+00:00,23111.14,23120.5,23095.31,23120.0,2.067707
2023-03-01 01:06:00+00:00,23117.66,23124.65,23116.38,23118.12,1.356235
2023-03-01 01:07:00+00:00,23122.93,23140.0,23119.84,23135.1,2.582291
2023-03-01 01:08:00+00:00,23135.12,23141.16,23127.63,23131.99,1.222019
2023-03-01 01:09:00+00:00,23131.0,23135.06,23117.05,23117.98,0.970223
2023-03-01 01:10:00+00:00,23120.68,23147.26,23120.24,23144.77,2.621028
2023-03-01 01:11:00+00:00,23149.35,23151.63,23141.52,23151.28,1.032029
2023-03-01 01:12:00+00:00,23151.28,23157.82,23138.56,23150.99,6.760186
2023-03-01 01:13:00+00:00,23148.94,23163.39,23147.82,23155.8,3.525816
2023-03-01 01:14:00+00:00,23162.63,23169.03,23157.07,23166.74,4.971874
2023-03-01 01:15:00+00:00,23168.98,23170.0,23153.05,23153.05,1.524545
2023-03-01 01:16:00+00:00,23156.23,23162.17,23150.0,23150.0,2.298862
2023-03-01 01:17:00+00:00,23150.7,23156.41,23135.04,23154.22,1.928339
2023-03-01 01:18:00+00:00,23153.52,23166.57,23153.52,23166.19,0.958771
2023-03-01 01:19:00+00:00,23160.77,23161.74,23136.1,23139.9,2.967567
2023-03-01 01:20:00+00:00,23139.9,23151.39,23139.9,23148.77,2.872819
2023-03-01 01:21:00+00:00,23148.77,23155.86,23144.63,23148.26,3.421657
2023-03-01 01:22:00+00:00,23147.89,23154.65,23129.0,23146.45,4.431763
2023-03-01 01:23:00+00:00,23152.31,23161.32,23145.37,23151.8,5.475258
2023-03-01 01:24:00+00:00,23152.4,23156.7,23143.39,23143.39,2.451122
2023-03-01 01:25:00+00:00,23145.49,23147.58,23135.34,23136.44,4.680505
2023-03-01 01:26:00+00:00,23138.11,23151.51,23135.83,23148.21,1.562475
2023-03-01 01:27:00+00:00,23148.74,23148.74,23139.79,23140.97,0.933295
2023-03-01 01:28:00+00:00,23139.79,23143.79,23137.44,23143.79,0.982765
2023-03-01 01:29:00+00:00,23139.85,23154.39,23137.19,23154.39,0.69369
2023-03-01 01:30:00+00:00,23154.39,23195.0,23154.39,23194.09,11.84548
2023-03-01 01:31:00+00:00,23195.0,23201.1,23186.88,23201.1,0.661027
2023-03-01 01:32:00+00:00,23193.34,23209.86,23187.46,23207.44,17.472738
2023-03-01 01:33:00+00:00,23207.44,23245.61,23207.44,23242.86,12.21222
2023-03-01 01:34:00+00:00,23245.61,23265.27,23231.48,23261.33,17.004855
2023-03-01 01:35:00+00:00,23261.7,23277.63,23216.38,23220.0,7.918502
2023-03-01 01:36:00+00:00,23220.0,23231.68,23211.38,23217.55,2.060769
2023-03-01 01:37:00+00:00,23217.82,23231.84,23209.59,23222.35,5.867581
2023-03-01 01:38:00+00:00,23226.51,23226.51,23207.99,23218.63,2.396134
2023-03-01 01:39:00+00:00,23218.27,23243.86,23212.05,23240.44,7.55539
2023-03-01 01:40:00+00:00,23240.43,23242.58,23212.03,23220.89,3.146389
2023-03-01 01:41:00+00:00,23219.32,23231.37,23216.65,23231.37,3.846857
2023-03-01 01:42:00+00:00,23236.08,23236.08,23216.5,23222.0,6.189338
2023-03-01 01:43:00+00:00,23218.19,23229.05,23210.93,23215.64,4.113923
2023-03-01 01:44:00+00:00,23215.09,23239.7,23215.09,23239.7,2.455964
2023-03-01 01:45:00+00:00,23235.49,23243.56,23224.81,23224.81,1.57135
2023-03-01 01:46:00+00:00,23226.32,23246.25,23226.32,23242.94,2.90326
2023-03-01 01:47:00+00:00,23246.25,23249.11,23239.81,23245.94,0.784258
2023-03-01 01:48:00+00:00,23244.09,23248.7,23235.16,23245.0,3.35836
2023-03-01 01:49:00+00:00,23246.73,23253.95,23246.73,23249.0,1.952603
2023-03-01 01:50:00+00:00,23243.74,23257.88,23239.4,23249.2,3.752727
2023-03-01 01:51:00+00:00,23250.44,23263.07,23243.15,23257.98,2.89828
2023-03-01 01:52:00+00:00,23258.43,23279.01,23256.95,23275.39,9.161415
2023-03-01 01:53:00+00:00,23279.41,23299.3,23264.89,23268.94,9.813183
2023-03-01 01:54:00+00:00,23266.67,23273.53,23257.4,23260.42,2.785565
2023-03-01 01:55:00+00:00,23257.4,23268.84,23245.42,23258.22,6.15854
2023-03-01 01:56:00+00:00,23258.22,23269.83,23253.37,23256.35,7.477203
2023-03-01 01:57:00+00:00,23253.24,23258.04,23235.76,23245.81,3.257457
2023-03-01 01:58:00+00:00,23244.94,23257.97,23237.9,23256.38,3.572868
2023-03-01 01:59:00+00:00,23251.3,23256.25,23243.92,23247.69,3.243017
2023-03-01 02:00:00+00:00,23245.58,23260.69,23244.71,23260.69,4.181603
2023-03-01 02:01:00+00:00,23252.97,23262.55,23252.97,23261.78,1.28778
2023-03-01 02:02:00+00:00,23264.02,23267.09,23247.49,23247.49,1.204168
2023-03-01 02:03:00+00:00,23251.29,23252.52,23240.76,23240.76,2.167381
2023-03-01 02:04:00+00:00,23244.79,23249.01,23237.89,23238.5,0.354962
2023-03-01 02:05:00+00:00,23238.5,23253.91,23238.26,23248.8,1.496783
2023-03-01 02:06:00+00:00,23243.0,23247.78,23237.39,23240.6,1.210778
2023-03-01 02:07:00+00:00,23241.16,23245.5,23238.28,23238.39,0.338082
2023-03-01 02:08:00+00:00,23243.48,23249.86,23243.12,23247.14,0.901955
2023-03-01 02:09:00+00:00,23247.0,23250.0,23240.17,23247.71,2.202373
2023-03-01 02:10:00+00:00,23249.49,23256.1,23243.26,23251.79,1.563486
2023-03-01 02:11:00+00:00,23253.38,23269.12,23247.81,23268.36,1.226481
2023-03-01 02:12:00+00:00,23263.95,23266.54,23259.05,23265.87,2.594671
2023-03-01 02:13:00+00:00,23267.3,23267.3,23252.04,23261.52,1.92603
2023-03-01 02:14:00+00:00,23262.31,23263.2,23253.1,23263.2,1.427073
2023-03-01 02:15:00+00:00,23262.51,23269.92,23259.25,23265.9,1.167031
2023-03-01 02:16:00+00:00,23264.51,23274.76,23264.51,23270.42,0.887658
2023-03-01 02:17:00+00:00,23274.09,23278.68,23274.09,23278.57,0.321157
2023-03-01 02:18:00+00:00,23278.53,23283.71,23272.95,23278.02,2.2246
2023-03-01 02:19:00+00:00,23280.65,23283.99,23278.05,23283.99,0.60854
2023-03-01 02:20:00+00:00,23283.88,23289.87,23283.37,23289.87,4.048618
2023-03-01 02:21:00+00:00,23281.4,23290.12,23280.88,23290.12,1.573309
2023-03-01 02:22:00+00:00,23291.52,23291.52,23271.71,23272.7,3.257671
2023-03-01 02:23:00+00:00,23275.72,23276.0,23257.04,23259.47,1.974397
2023-03-01 02:24:00+00:00,23261.02,23261.02,23247.71,23247.71,1.511596
2023-03-01 02:25:00+00:00,23253.04,23264.96,23252.82,23256.58,1.063353
2023-03-01 02:26:00+00:00,23260.98,23265.34,23259.94,23262.47,0.171145
2023-03-01 02:27:00+00:00,23262.84,23274.16,23262.84,23273.33,0.197875
2023-03-01 02:28:00+00:00,23272.99,23272.99,23264.02,23268.74,0.926087
2023-03-01 02:29:00+00:00,23263.81,23263.82,23244.63,23251.37,3.192242
2023-03-01 02:30:00+00:00,23245.47,23249.64,23243.02,23245.0,3.282884
2023-03-01 02:31:00+00:00,23244.31,23246.02,23240.93,23244.84,0.30583
2023-03-01 02:32:00+00:00,23240.94,23250.27,23240.11,23247.95,2.056317
